date,Rn,Pa,Prcp,Tavg,VOD,LULC,LAI,VPD,U2,ET_obs,GPP_obs
2010-02-20,63.3355729166667,100.21896875,0.00128448004943493,4.53960571289105,0.573122242968642,22,0.242851555347442,0.375467747449875,0.190753110300893,0.2,3.143420981
2010-02-21,64.2830439814815,100.7545625,0,5.39055786132803,0.564245407901252,22,0.246542960405349,0.386618196964264,0.602102314951568,0.3,2.685007826
2010-02-22,72.0333275462963,100.5861953125,0,2.83043823242201,0.569956836897825,22,0.250234365463257,0.206054985523224,0.760241531469441,0.2,1.681228757
2010-02-23,79.4928877314815,99.4885390625,0,5.87413940429701,0.572358489994227,22,0.253925770521164,0.258009850978851,0.751884220908904,0.3,3.046209508
2010-02-24,65.6241493055556,99.8303828125,0.0630795984761789,9.13417968750002,0.570145058968442,22,0.257617175579071,0.267516016960144,1.84191037535219,0.1,3.021942063
2010-02-25,15.6678081597222,101.047796875,0.198197027202696,4.76653442382803,0.575855134300648,22,0.261308580636978,0.296266913414001,1.00639580637411,0.3,1.914295919
2010-02-26,65.2222800925926,101.185078125,0.0531960977241397,2.86284790039105,0.573554140289552,22,0.264999985694885,0.370819181203842,1.34505042552715,0.4,2.094518535
2010-02-27,73.5762905092593,100.971,0.00682473182678223,1.91094360351605,0.632759532368812,22,0.272031236439943,0.267728239297867,1.21080712904437,1.1,2.935717309
2010-02-28,8.71482421875,101.6010859375,6.71927910298109,-0.834234619141,0.6485986529048,22,0.279062487185001,0.0953146517276764,1.60752049672292,0.4,1.866739103
2010-03-01,45.4836545138889,101.2849296875,0.10497153562028,-0.779760742187989,0.560285026064661,22,0.286093737930059,0.193718880414963,1.19830312803736,1,2.958364457
2010-03-02,64.4787615740741,101.4832890625,0,4.36782226562502,0.498733813038245,22,0.293124988675118,0.444010615348816,0.864792127661628,1.1,3.303450878
2010-03-03,43.4587413194444,101.1715234375,0.0168055303220171,4.181481933594,0.476647386979827,22,0.300156239420176,0.368130266666412,1.38574428924169,1.5,3.374645199
2010-03-04,78.1177199074074,100.7953203125,0.00602006912231445,6.024652099609,0.491811119292755,22,0.307187490165234,0.37009984254837,0.718615382393383,1.3,3.419732788
2010-03-05,54.6386342592593,102.149234375,0.000435113804542198,0.597161865234,0.515246315505633,22,0.314218740910292,0.4366395175457,1.91425985655642,1.3,3.012937477
2010-03-06,76.6530729166667,102.4889765625,0.00182169310392055,-0.00665893554696595,0.529406011763463,22,0.32124999165535,0.330607086420059,1.14790604255991,1.3,2.34672959
2010-03-07,76.517025462963,102.6975,1.87479262240231,-0.522436523437989,0.518029581367851,22,0.331738274544478,0.299781501293182,1.40185625956335,1.1,1.462824952
2010-03-08,27.4743981481481,103.1837578125,0.085289022536017,-2.42981567382799,0.496892275534703,22,0.342226557433606,0.269189596176147,1.42827695565426,1.1,1.848034961
2010-03-09,69.2412905092593,102.460171875,0,-2.359136962891,0.488334162099397,22,0.352714840322733,0.388001680374146,1.38786395449604,1.3,2.365237726
2010-03-10,79.8834085648148,100.950546875,0,2.72954711914105,0.479905196523683,22,0.363203123211861,0.47851112484932,1.54344281903429,1.4,3.749915498
2010-03-11,89.3437905092593,99.936765625,0.00171604597198893,9.30803833007803,0.473783434304134,22,0.373691406100989,0.611051201820374,0.971746372359556,1,3.889950238
2010-03-12,84.4472280092593,101.30903125,9.17412990020239e-06,6.48980102539105,0.51716212860218,22,0.384179688990117,0.586252093315125,1.61851229806166,1.6,2.969024448
2010-03-13,64.2120717592593,101.4873515625,0.000852346317969932,5.35207519531201,0.539301953472934,22,0.394667971879244,0.475703924894333,0.992580221810476,1.6,3.06736378
2010-03-14,-6.61448061342593,101.150796875,4.18643932789564,1.739984130859,0.455570811098749,22,0.405156254768372,0.161444962024689,0.980054465100694,1.1,2.132579248
2010-03-15,73.9633101851852,101.684984375,0.001294145022257,3.76726684570303,0.4968102816697,22,0.420957036316395,0.56173437833786,1.25630561488888,1.6,3.500108101
2010-03-16,90.4781770833333,101.2890703125,0.000441074377022233,6.00945434570303,0.436340091483934,22,0.436757817864418,0.517819881439209,0.902491372386867,1.6,3.907293806
2010-03-17,105.131053240741,101.72228125,0.00935792922973633,4.45375976562502,0.460181289485523,22,0.452558599412441,0.429869890213013,1.08830558150705,1.7,3.314894974
2010-03-18,67.329525462963,100.4817109375,0.00262260437011719,5.52892456054701,0.482013417141778,22,0.468359380960465,0.204666912555695,1.45465494280406,1.3,3.092880097
2010-03-19,83.6992013888889,99.390375,0.00718235969543457,11.099664306641,0.493800193071365,22,0.484160162508488,0.6803218126297,1.79660234106968,1.6,4.082106883
2010-03-20,95.0686458333333,100.682015625,0.000852346317969932,6.76860961914105,0.502532120261874,22,0.499960944056511,0.684888005256653,2.81043627956209,2.4,4.176923411
2010-03-21,94.4247222222222,100.2471328125,0,9.36004028320303,0.498862011419548,22,0.515761725604534,0.634024381637573,1.8227204189015,2.1,4.716467576
2010-03-22,54.794068287037,100.9208828125,0.000435113804542198,10.054559326172,0.52317636353629,22,0.531562507152557,0.783356964588165,1.4435453575171,1.6,3.913180167
2010-03-23,106.069247685185,101.2433359375,0.000852346374813351,8.87163696289105,0.486080553177949,22,0.551406256854534,0.719513535499573,1.32298595226599,1.6,3.665871165
2010-03-24,56.5325,101.4764609375,1.87160074710846,7.65004882812502,0.475597640315255,22,0.571250006556511,0.543899714946747,1.50116203729524,1.7,3.20776038
2010-03-25,80.3411689814815,101.7080703125,0.00150501728057861,5.223718261719,0.468341031244823,22,0.591093756258488,0.631971836090088,1.25852442908375,2.1,4.635562202
2010-03-26,98.1620833333333,101.06171875,0.00214477836379956,9.52105102539105,0.494154036045075,22,0.610937505960465,0.800654888153076,0.925202186178403,2,4.461486742
2010-03-27,96.1763657407407,101.763921875,0.00507533559357398,5.67858276367201,0.517333913307923,22,0.630781255662441,0.464881509542465,1.89128012801256,2,3.5681695
2010-03-28,109.803402777778,101.7503515625,0,8.37212524414105,0.503650005047138,22,0.650625005364418,0.566271960735321,1.3457201266892,1.9,4.231203576
2010-03-29,59.3204398148148,101.2681796875,0.568592571653426,11.321069335938,0.49054807981292,22,0.670468755066395,0.364257514476776,2.37010460023743,2.2,4.967472653
2010-03-30,59.4263599537037,100.612421875,0.0141441823870991,11.304650878906,0.491636827751831,22,0.690312504768372,0.447032392024994,1.34129970670372,1.9,6.000138464
2010-03-31,83.4049768518519,100.7873984375,0.0312685951939784,13.356622314453,0.539016544818878,22,0.710996098816395,0.846416652202606,0.572553344959641,1.8,6.123154789
2010-04-01,94.16765625,101.2197265625,0.00258240652328823,8.87359008789105,0.482843346156917,22,0.731679692864418,0.876267671585083,1.63936941898153,1.9,5.255444029
2010-04-02,103.77587962963,101.2878828125,0.00169873237609863,9.14766845703105,0.499744549393654,22,0.752363286912441,0.838983416557312,0.448464701072362,2.3,5.984516822
2010-04-03,109.323564814815,100.4033359375,0.001281925733565,13.842980957031,0.516645752630391,22,0.773046880960465,1.01249969005585,2.86738361482904,1.9,7.273676475
2010-04-04,111.248530092593,100.076125,0.0054091215133667,14.738671875,0.527582290735874,22,0.793730475008488,0.918894529342651,0.626728878865299,1.9,6.612400696
2010-04-05,98.5304513888889,100.917234375,0.181961062480696,13.33974609375,0.538451810132016,22,0.814414069056511,0.692024886608124,1.63266277778766,2.5,6.272324425
2010-04-06,93.3361226851852,101.78403125,0.000852346317969932,11.354669189453,0.505027010545626,22,0.835097663104534,0.943742513656616,1.09507909473813,2.2,5.714350952
2010-04-07,107.215381944444,100.8561171875,0.00214278679777635,14.951287841797,0.536839498923375,22,0.855781257152557,1.22664535045624,3.9963835058642,2.6,7.005021609
2010-04-08,115.460462962963,99.8119375,0.0062027684180066,17.874871826172,0.493072284774466,22,0.878281258046626,1.34565651416779,3.56317360934045,2.5,10.31191744
2010-04-09,89.7579340277778,100.337109375,0.469826685730368,14.350915527344,0.493486923789333,22,0.900781258940695,0.759378135204315,1.70726504418167,3.3,9.292389695
2010-04-10,83.9315451388889,100.9420546875,2.23612179979682,10.748284912109,0.536785781858591,22,0.923281259834764,0.813595294952393,0.818561437590949,2.4,5.916291317
2010-04-11,38.4889930555556,100.698546875,7.60562252253294,7.36586914062502,0.504453932292214,22,0.945781260728834,0.256171584129334,0.713573899507583,2.3,6.212756732
2010-04-12,28.0467390046296,101.500609375,0.977827818132937,5.939294433594,0.46234393700222,22,0.968281261622903,0.646849393844605,2.39757260159387,2.1,6.197822699
2010-04-13,135.854988425926,102.0127109375,0.000372529029846191,8.01995239257803,0.494931338692854,22,0.990781262516972,0.839306354522705,0.675785893298282,2.4,6.489591038
2010-04-14,80.0379976851852,101.6616875,0.0382935759262182,7.78438720703105,0.53044431767942,22,1.01328126341104,0.557126879692078,3.05471715663479,2.4,7.428324713
2010-04-15,120.893784722222,100.9226484375,0.00845491831569234,10.530816650391,0.509621442565657,22,1.03578126430511,0.580646097660065,2.18613249283579,2.2,7.205857167
2010-04-16,127.755208333333,100.98084375,0.00603795024289866,11.959161376953,0.550072142453039,22,1.05359376966953,0.534724891185761,1.12566360051704,2.1,5.552103307
2010-04-17,81.0596759259259,100.8933203125,0.0402957193728071,11.662622070312,0.540329624109741,22,1.07140627503395,0.347261309623718,0.535055563391863,2.1,6.465642448
2010-04-18,134.835775462963,100.1575703125,0.00192522998077038,18.285394287109,0.54977140764043,22,1.08921878039837,0.77728796005249,1.56584602145463,2.2,9.79142084
2010-04-19,85.9340856481482,100.6029921875,1.40329007990658,16.008935546875,0.541811508852511,22,1.10703128576279,0.46407961845398,1.78336114272439,2.6,9.539817114
2010-04-20,35.1031365740741,101.12675,4.75582759827375,11.747827148438,0.537262381667141,22,1.1248437911272,0.300314545631409,1.81416489962265,2.7,8.002571361
2010-04-21,26.5723090277778,101.309296875,0.103154779935721,9.40911254882803,0.517955435777314,22,1.14265629649162,0.394803583621979,1.76052246959769,2.8,8.183874383
2010-04-22,118.987766203704,101.2307890625,0.0397980220441241,10.636315917969,0.526289674468454,22,1.16046880185604,0.533088505268097,0.86352788950736,2.5,7.939434442
2010-04-23,126.015740740741,101.250921875,0.000852624680192093,13.72548828125,0.582933335053829,22,1.17828130722046,1.07171297073364,1.36336881642611,3.3,9.079873536
2010-04-24,133.940960648148,100.6630703125,0.0042945493987645,17.327783203125,0.580706181863372,22,1.18980473279953,1.00851917266846,3.61084463393007,3.4,11.05451818
2010-04-25,86.1283159722222,100.6535078125,2.70525715313852,13.329919433594,0.571041707940801,22,1.2013281583786,0.719744682312012,1.66785458860541,3.3,10.13085412
2010-04-26,78.9388483796296,100.4381875,0.247171381488442,10.362420654297,0.55455040055087,22,1.21285158395767,0.969309270381927,2.11159103541429,3.1,9.217088565
2010-04-27,103.791793981481,100.21521875,0.0705748825566843,12.648980712891,0.572494945964592,22,1.22437500953675,1.13248944282532,3.48300027810725,3.3,9.69146298
2010-04-28,135.231805555556,100.663390625,0,10.541070556641,0.587116549777964,22,1.23589843511582,0.94825553894043,2.17437870692364,3,9.479608319
2010-04-29,133.218055555556,100.78609375,0,14.51552734375,0.603756885607164,22,1.24742186069489,1.19919657707214,2.13635294833135,3.8,10.61302541
2010-04-30,128.617337962963,100.595390625,0.000852346317969932,16.936639404297,0.623914246375744,22,1.25894528627396,1.33383369445801,1.40044071227953,4,13.25355301
2010-05-01,126.269826388889,99.7225625,0.00172257421127142,23.176202392578,0.592089654980125,22,1.27046871185303,2.15460824966431,2.25251663166939,5.6,13.09455856
2010-05-02,131.7353125,99.4904609375,0,25.463464355469,0.63532313999239,22,1.2737694978714,2.2973849773407,1.63793889236138,3.7,15.26778562
2010-05-03,140.491018518519,99.672234375,2.31382856145501,23.24013671875,0.596009737187688,22,1.27707028388977,1.5517760515213,1.5578937771142,2.8,13.27171646
2010-05-04,122.785069444444,99.147078125,0.614169228356332,22.634240722656,0.563008909042065,22,1.28037106990814,1.00911295413971,1.73662204684543,3.7,13.59846865
2010-05-05,97.6286458333333,99.5530546875,1.49011611938477e-05,21.927606201172,0.567317362015064,22,1.28367185592652,1.85391771793365,3.30963157925219,4.5,14.43427776
2010-05-06,126.627835648148,99.8291328125,0,21.724237060547,0.58636424109176,22,1.28697264194489,1.99503982067108,1.60602131481122,4.2,14.41029783
2010-05-07,135.236354166667,99.6168828125,0,23.862817382812,0.613943893175859,22,1.29027342796326,2.28102040290833,1.89314148887782,4.1,15.68933223
2010-05-08,105.640694444444,99.6436796875,0.0770356782595627,22.633569335938,0.627597299905924,22,1.29357421398163,1.63327622413635,0.885426341790779,4.7,15.73064588
2010-05-09,117.774027777778,100.15803125,0,18.043176269531,0.640991650439881,22,1.296875,1.73061537742615,2.51172780558477,5.4,15.75527929
2010-05-10,128.130543981482,100.0588984375,0,21.002557373047,0.623565231050764,22,1.29312500357628,2.07958602905273,1.78724810217831,6.3,16.27605044
2010-05-11,134.117372685185,100.7285078125,0.0017046927496267,18.970483398438,0.607795136315482,22,1.28937500715256,1.58017432689667,0.964774293759292,4.7,15.55556596
2010-05-12,131.31025462963,100.8246953125,0,19.610955810547,0.611884915566706,22,1.28562501072884,1.4558744430542,0.950075374165387,3.5,14.3016481
2010-05-13,99.0406134259259,100.78684375,0.000947713829191343,20.810083007812,0.6265629195905,22,1.28187501430512,1.39470827579498,1.55179433401826,3.9,13.6463273
2010-05-14,77.4289525462963,100.5145625,0,20.929254150391,0.649711503432347,22,1.27812501788139,1.54224348068237,2.39181928816258,4.2,13.19995325
2010-05-15,151.883125,100.44809375,0.411123037338257,22.701165771484,0.661358680698898,22,1.27437502145767,1.69176149368286,2.12964577216119,3.5,12.80331613
2010-05-16,15.6057711226852,100.4377734375,5.14675071462989,16.900842285156,0.662942127212063,22,1.27062502503395,0.316103577613831,0.165198819469508,2,10.57412016
2010-05-17,80.4530555555556,99.895609375,0.0451236955996137,20.057885742188,0.680008233903529,22,1.26687502861023,0.957334399223328,0.24682364170653,2.4,11.51706996
2010-05-18,138.559328703704,99.4813125,0.00171363353729248,22.840509033203,0.683149189084441,22,1.25498048961163,2.20421457290649,2.79279935930373,5.5,14.62323285
2010-05-19,135.904490740741,99.5482109375,8.79254002938978e-07,25.269647216797,0.630169911043984,22,1.24308595061302,2.54157543182373,2.25915925403296,7.1,14.76099658
2010-05-20,129.594895833333,99.8100625,0.000858306862028257,26.6980529785161,0.601834385277151,22,1.23119141161442,2.70805597305298,2.19408402387449,6.8,14.84822379
2010-05-21,60.0096180555556,99.8059765625,0.000852346374813351,22.928887939453,0.631728724791453,22,1.21929687261582,1.47961401939392,1.25208456273702,4.9,14.32703598
2010-05-22,131.613773148148,99.665234375,0.00744441786082461,23.625970458984,0.64712854040848,22,1.20740233361721,1.66799068450928,1.36762856519685,5.1,14.10929103
2010-05-23,139.293344907407,99.1780234375,0.00170803343735315,27.108178710938,0.645205632343397,22,1.19550779461861,2.55751848220825,1.0980850373924,4.5,14.01141774
2010-05-24,147.621909722222,99.8041015625,0.000852346374813351,25.120751953125,0.658748137099403,22,1.18361325562,2.41996145248413,2.16232051949808,7.2,12.90511594
2010-05-25,148.148912037037,100.28071875,0,25.948480224609,0.692514643236831,22,1.1717187166214,2.33764290809631,1.47620084570727,5.5,13.3163858
2010-05-26,96.0169328703704,100.461875,0.000861287048792292,25.652978515625,0.686063920419571,22,1.15927731990814,2.04864406585693,1.13909382382087,5.1,12.75809045
2010-05-27,31.2021209490741,100.5437578125,3.92841687425971,20.140374755859,0.649670574190335,22,1.14683592319489,0.762727737426758,0.420711958581446,5.3,13.12371419
2010-05-28,140.869606481481,99.9517109375,0.00756382951294654,23.438562011719,0.654775987489023,22,1.13439452648163,1.34401202201843,1.31773551655457,5.9,14.35557898
2010-05-29,140.217916666667,99.6523046875,0.000435113804542198,26.518060302734,0.654087915320921,22,1.12195312976837,2.33570718765259,1.15515381227894,5.7,12.41298642
2010-05-30,139.999467592593,100.113390625,0.140830874443054,25.193627929688,0.669767697608462,22,1.10951173305511,2.08908987045288,1.73701810763118,5.6,14.81667011
2010-05-31,136.021921296296,100.674421875,0.188857316970825,23.060754394531,0.709295729598688,22,1.09707033634186,1.36510980129242,1.26876316212071,5.4,13.05238314
2010-06-01,139.383530092593,100.5029609375,0.00934600848268019,24.300286865234,0.706198433421096,22,1.0846289396286,1.5814642906189,1.86434781625558,5.9,13.17080214
2010-06-02,129.710266203704,100.7292890625,8.30411352217197,22.260583496094,0.678213862567827,22,1.07218754291534,0.888330698013306,1.01614681935296,4.7,12.16415378
2010-06-03,119.692280092593,100.804203125,0.0957191004999913,22.110406494141,0.658068397409515,22,1.06533206999302,1.08237242698669,0.648966283214694,3,10.94052649
2010-06-04,141.964826388889,100.56940625,0.00387349336961051,23.440209960938,0.692096698240518,22,1.05847659707069,1.38629341125488,0.863505866316435,5.5,12.02220256
2010-06-05,158.615891203704,100.24846875,0.0136141798066092,25.283288574219,0.680390531838223,22,1.05162112414837,1.7128541469574,1.73816866332219,3.3,12.42240472
2010-06-06,156.293217592593,100.2736640625,0.0394601702282671,25.830407714844,0.687760621812467,22,1.04476565122604,1.78655219078064,2.16459078058024,3.8,13.06494249
2010-06-07,143.962905092593,100.4255625,-2.57379610957287e-05,25.484796142578,0.652094349931197,22,1.03791017830372,1.91476786136627,2.18401933645972,4.3,13.08778477
2010-06-08,86.8872106481482,100.4274140625,0,25.7324768066411,0.666614449201076,22,1.03105470538139,2.09608793258667,0.193435102516202,2.4,10.15758702
2010-06-09,43.5287644675926,100.5103359375,0.426629179855809,23.182336425781,0.695239478745907,22,1.02419923245907,1.30294167995453,0.934164822419821,2.6,7.494834838
2010-06-10,109.535752314815,100.379,0.0526607036590576,22.780816650391,0.716276868130548,22,1.01734375953674,1.29980766773224,1.09942925450318,2.9,7.290440062
2010-06-11,152.416863425926,100.118046875,0.000852346317969932,24.995904541016,0.706191221742048,22,1.02132813632488,1.53360974788666,1.51097350259574,3.5,10.16669036
2010-06-12,167.031990740741,99.757671875,0.00258136401498632,27.801141357422,0.71225312497445,22,1.02531251311302,1.87928771972656,1.71843980741423,3.4,6.763200533
2010-06-13,143.983020833333,99.4311328125,0.0142361586767947,29.408502197266,0.698851532684811,22,1.02929688990116,2.33109045028687,0.749082104224075,3.1,6.452858841
2010-06-14,154.492280092593,99.3867265625,0.0633001327514648,29.1127563476561,0.651471044467124,22,1.0332812666893,2.05313897132874,0.319746327723108,2.5,5.503641489
2010-06-15,143.503101851852,99.0475078125,0.00900030136108398,32.558740234375,0.652317921518196,22,1.03726564347744,3.45481634140015,1.96305664960192,4,3.824498485
2010-06-16,126.591631944444,98.915328125,0.00208616256713867,31.9505859375,0.657868141001397,22,1.04125002026558,3.20117282867432,1.43342476507923,2.6,3.604360158
2010-06-17,153.379305555556,99.1775,3.45792178995907,28.161614990234,0.685171319233193,22,1.04523439705372,1.85442507266998,1.23545848019323,1.4,3.365308102
2010-06-18,113.840300925926,99.5417890625,6.40467088669538,24.203881835938,0.703978717327118,22,1.04921877384186,1.18044853210449,1.07100846036047,1.6,3.321678634
2010-06-19,159.331597222222,99.6589765625,0.000476837158203125,28.076776123047,0.682245331151145,22,1.07019533216954,2.02703237533569,0.574312837421541,1.8,2.943243103
2010-06-20,142.22130787037,99.8652109375,0.000852346317969932,29.7825256347661,0.681414573402194,22,1.09117189049721,2.36423778533936,0.83321149601633,1.9,5.032158826
2010-06-21,136.98869212963,99.330796875,1.79241294972599,31.498315429688,0.611449644133285,22,1.11214844882489,2.89175724983215,1.09841146209673,1.9,3.787551064
