ET,Tr,Es,Ei,Esb,RF,GW,SM1,SM2,SM3
0.100916201090262,0.00631116683958608,0.0944858249611247,2.16439371314436e-07,0.000118992850179467,0,198.001579527104,0.189,0.365892199195283,0.386
0.128983853600061,0.00841384236133712,0,0.00116712328805363,0.11940288795067,0,352.43858990439,0.188529947171885,0.344934403850042,0.386
0,0,0,0,0,0,479.591841624466,0.188061064401717,0.327686538292691,0.386
0,0,0,0,0,0,587.937869228523,0.187593347764863,0.312994597701718,0.386
0.0448454370114014,0.00166112747662754,0,7.71205244347148e-07,0.0431835383295295,0,682.459947003717,0.187126794054201,0.300180615367112,0.386
0.070129005565484,0.00284894637184512,0,0,0.0672800591936389,0,766.357655382747,0.186661400409502,0.288809592503408,0.386
0.0830650844874888,0.00357186519612664,0,1.4923052850162e-06,0.0794917269860772,0,841.819254920954,0.186197164006904,0.278584144379382,0.386
0.0107139490368963,0.000446665211553197,0,0,0.0102672838253431,0,910.397867080281,0.185734082869987,0.269293840244353,0.386
0.0332415408572261,0.00156197348944599,0,0,0.0316795673677801,0,973.274525505703,0.18527215314394,0.260777584641807,0.386
0.07103570265462,0.00390697392825158,0,2.19385428572038e-06,0.0671265348720827,0,1031.34080947839,0.184811371596735,0.252914005251433,0.386
0.0244468657150574,0.00122805423074859,0,7.388437484801e-07,0.0232180726405604,0,1085.27056420769,0.18435173674571,0.245612451090586,0.386
0,0,0,0,0,0,1135.6225181454,0.18389324537971,0.238796811091589,0.386
0.069321567942336,0.0032054544893409,0,0,0.0661161134529951,0,1182.86057025993,0.18343589330245,0.232403251886513,0.386
0.122767534286033,0.00635720668632873,0,2.12496956167449e-06,0.116408202630143,0,1227.35121443203,0.182979677624586,0.226381976839819,0.386
0.144275827365932,0.00724485587569253,0,2.79225594885928e-06,0.13702817923429,0,1269.39144703236,0.182524596213118,0.220693069902235,0.386
0.200036155180629,0.0106340379457546,0,4.17199048401684e-06,0.189397945244391,0,1309.24761629107,0.182070645376048,0.215299888660339,0.386
0.308411605474203,0.0187301266420445,0,1.37717936851267e-06,0.28968010165279,0,1347.15486904511,0.181617820589899,0.210169605868582,0.386
0.592960969171294,0.0453200893169369,0.110253969107116,3.36912486549323e-05,0.437353219498586,0,1383.20630941382,0.179382359802117,0.205286055665007,0.386
0.340868216006345,0.0270128493974929,0.313854012277151,1.35433170079002e-06,0,0,1417.04666063186,0.172676157545384,0.200705611273565,0.386
0.19658748873839,0.0139335436466462,0.178010623574238,7.34179879705614e-06,0.00463597971870862,0,1449.12989073932,0.16868648705045,0.196365368779055,0.386
0.134576936811917,0.00763153807792406,0.126945398733993,0,0,0,1479.71245205369,0.165728045677486,0.192229533430832,0.386
0.108229930043124,0.00671662325424308,0.100660960414068,1.33440487579062e-06,0.00085101196993756,0,1508.97515374264,0.163302651210099,0.189482205768347,0.385494827060771
0.162870511364714,0.0109388277709239,0.150652759988549,1.99227326352529e-06,0.00127693133197776,0,1537.62035635626,0.159883451754872,0.189490260225195,0.383882516975567
0,0,0,0,0,0,1565.20226312571,0.159502861081012,0.189499909184569,0.382330061300183
0.111720263918503,0.0074021373789578,0.104318126482702,8.76632123960944e-14,5.67557556484119e-11,0,1591.76878591759,0.157019805633483,0.189508216708977,0.380834738471599
0.366751144651869,0.0292534479414826,0.337495712789607,1.98392077927022e-06,0,0,1617.25306499488,0.149905078305318,0.189512389071854,0.379400243267637
0.327675563273343,0.0303327921955687,0.297341467874821,1.30320295256636e-06,0,0,1641.69889439953,0.143602323533921,0.189515699113036,0.378024151294126
0.214528799627998,0.0167779289907241,0.196454589211962,1.99432395521468e-06,0.00129428710135625,0,1665.20617280639,0.13931608316463,0.189520886970926,0.376700912207305
0.385976057272776,0.0403035752921185,0.345657449724189,1.50322564683308e-05,0,0,1687.86190460314,0.132251712971068,0.189521336396462,0.375425449674414
0.21276973873907,0.022123507523052,0.190642269834688,3.96138132953137e-06,0,0,1709.68932449015,0.12816144862234,0.189524494453903,0.374196673144959
0.283459946533313,0.0302750661770731,0.253180937504861,3.9428513788273e-06,0,0,1730.78374928258,0.122830383220274,0.189525730916588,0.373009072266414
0.215741742549989,0.0182027222738281,0.195400817559055,3.27909261940286e-06,0.00213492362448634,0,1751.16105771396,0.118616880184759,0.189528748893449,0.371861891981494
0.179115525687003,0.01502929208731,0.158479619859309,8.59125966409599e-06,0.00559802248071908,0,1770.91276401226,0.115152280769926,0.189531982598183,0.370749931797901
0.207639675036638,0.0186600105023568,0.185138006207717,5.9024980342662e-06,0.00383575582853009,0,1790.07924835885,0.11116313009625,0.189534194412201,0.369670865921821
0.317094030735345,0.0324309770927307,0.251899936736916,5.04731183553969e-05,0.0327126437873432,0,1808.68680481309,0.105848661244512,0.189533356186162,0.368623115112619
0.233290250769127,0.0138669900439142,0,0.000901552363066719,0.218521708362146,0,1826.80408215404,0.105585409893062,0.189535651755909,0.367603109987565
0.126885136439395,0.00623020331152711,0,0.00305675065363345,0.117598182474235,0,1844.48588232492,0.10532281369852,0.1895394123728,0.366607683575275
0.625284720936541,0.0450911022936733,0,7.96765930153475e-05,0.580113942049852,0,1862.80804071444,0.138828637738398,0.189535406427391,0.365575780723087
0.277125480106793,0.0258649240100215,0.249919266166104,0.00134128993066745,0,0,1880.99327100007,0.15068782255001,0.18953806110889,0.36455175656836
0.163059201176769,0.0113834206292284,0,0.000559533207636874,0.151116247339904,0,1898.71401316107,0.15031305227832,0.189544619625795,0.363554026376454
